13/may/2022 08:13:42 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VARELA, cadenaComparar: VARELA PORRAS, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ROMINA, cadenaComparar: ROMINA GABRIELA, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GARAI, cadenaComparar: GARAY, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: GUARDIOLA, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOUR ELYA KINE, cadenaComparar: NOUR ELYAKINE, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FENANDEZ, cadenaComparar: FERNANDEZ, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: AKHTAR, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SILLAH, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: OLESKII, cadenaComparar: OLEKSII, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PSHENYCHINII, cadenaComparar: PSHENYCHNII, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MOKOGUEM, cadenaComparar: TATCHAGO, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: TATCHAGO, cadenaComparar: NEMGNE, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: TERAN, cadenaComparar: TERAN MATUTE, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MATUTE, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SHEIKH REMITON, cadenaComparar: SHEIKH REMINTON, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: DIALLO, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SHEYLA, cadenaComparar: SHEILA, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ATONOV, cadenaComparar: ANTONOV, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SARAY, cadenaComparar: LUCAS, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: KAUR, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BEN ALLAL, cadenaComparar: BEN, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ALLAL, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VYNOGRADNYM, cadenaComparar: VYNOGRADNYI, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PABLO, cadenaComparar: PABL, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PABL, cadenaComparar: PABLO, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ORTIZ, cadenaComparar: ORTIZ OLIVA, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CARMEN, cadenaComparar: MARIA CARMEN, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CARMEN, cadenaComparar: MARIA CARMEN, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MESUANI, cadenaComparar: MESOUANI, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BAKCHICH, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA DOLORE, cadenaComparar: MARIA DOLORES, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SALAZAR, cadenaComparar: SALAZAR CASTILLO, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO, cadenaComparar: FRANCISCO SOLANO, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M JOSE, cadenaComparar: MARIA JOSE, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M CARMEN, cadenaComparar: MARIA CARMEN, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO JAVIE, cadenaComparar: FRANCISCO JAVIER, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M DOLORES, cadenaComparar: MARIA DOLORES, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NAVAS DE RIERA, cadenaComparar: NAVAS, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BENALI, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: WAHABH, cadenaComparar: WAHAB, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BOULAHDAF, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FERREIRA, cadenaComparar: PEREIRA, borrarLetraN:  false
13/may/2022 08:13:46 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PEREIRA, cadenaComparar: GONZALEZ, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M.JUNCAL, cadenaComparar: MARIA JUNCAL, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO JAVIE, cadenaComparar: FRANCISCO JAVIER, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ABRISKETA, cadenaComparar: ABRISQUETA, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO MIGUE, cadenaComparar: FRANCISCO MIGUEL, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JOSEFA DOLOR, cadenaComparar: JOSEFA DOLORES, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PEREIRA, cadenaComparar: PEREIRA DE OLIVEIRA, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DE OLIVEIRA, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M DE LOS ANGELES, cadenaComparar: MARIA DE LOS ANGELES, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JEUS ALEJANDRO JOSE, cadenaComparar: JESUS ALEJANDRO JOSE, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: AABBAR, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SAGHARAOUI, cadenaComparar: SAGHRAOUI, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ANGEL C., cadenaComparar: ANGEL CUSTODIO, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DE HERNANDEZ, cadenaComparar: HIDALGO, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NARCISO, cadenaComparar: NARCISO EUZEBIO, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EUZEBIO, cadenaComparar: DOS SANTOS, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: DOS SANTOS, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: AABBAR, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FUENTES, cadenaComparar: PUENTES, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ALFREDO, cadenaComparar: ALFREDO JOSE, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MIRANDA, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: REGINA GUILLERM, cadenaComparar: REGINA, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PI?ERO, cadenaComparar: PIERO, borrarLetraN:  true
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BELHAJI, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PEREIRA, cadenaComparar: PERAIRA, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ZEHELDUKO, cadenaComparar: ZHELDUKO, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARANTXA, cadenaComparar: MARIA ARANTZAZU, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ELHASSOUNI, cadenaComparar: EL HASSOUNI, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EL HASSOUNI, cadenaComparar: ELHASSOUNI, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HOZ, cadenaComparar: DE  LA HOZ, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ELHASSOUNI, cadenaComparar: EL HASSOUNI, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JOSE L, cadenaComparar: JOSE LUIS, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: SOW, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: AHMED, cadenaComparar: ARAB, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ARAB, cadenaComparar: AHMED, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PADILLA BRIONES, cadenaComparar: PADILLA, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BRIONES, borrarLetraN:  false
13/may/2022 08:13:47 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: GOMEZ, cadenaComparar: GOMES, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CHRISTAN, cadenaComparar: CHRISTIAN, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: EMIZIANE, cadenaComparar: EMZIANE, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MAYRA YAMILEY, cadenaComparar: NAYRA YAMILEY, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARKOS, cadenaComparar: MARCOS, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRNACISCO JOSE, cadenaComparar: FRANCISCO JOSE, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: PARMINDER SINGH, cadenaComparar: PARMINDER, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NC, cadenaComparar: SINGH, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HOYOS, cadenaComparar: QUIONEZ, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ECHAVARRIA, cadenaComparar: HOYOS, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ANA, cadenaComparar: ANA ISABEL, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LUPO, cadenaComparar: LUPOS, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LUPOS, cadenaComparar: LUPO, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: PRIOTEASA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MADIH, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NAVEED, cadenaComparar: ADNAN, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ADNAN, cadenaComparar: NAVEED, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: SANCHEZ-MONTERO, cadenaComparar: SANCHEZ MONTERO, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: FRANCISCO J., cadenaComparar: FCO. JAVIER, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: LEA, cadenaComparar: LEAL, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: JUAN M., cadenaComparar: JUAN MANUEL, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MELANI, cadenaComparar: MELANI MIROSLAVOVA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MIROSLAVOVA, cadenaComparar: MEMISHEVA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BARREIRO, cadenaComparar: BARREIRO MALEK, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MALEK, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: VICTOR, cadenaComparar: VICTOR MANUEL, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MAFLA, cadenaComparar: QUIROZ, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: QUIROZ, cadenaComparar: MAFLA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ZULEVIA DEL V., cadenaComparar: ZULEVIA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA SALOME, cadenaComparar: MARIA  SALOME, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: KHOUYA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: BALLESTEROS, cadenaComparar: BLAZQUEZ, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: IRENE, cadenaComparar: IRENE VERALY, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NETO, cadenaComparar: DA SILVA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: MUGHAL, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: ASEN, cadenaComparar: ASEN HRISTOV, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: HRISTOV, cadenaComparar: YORDANOV, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YORDANOV, cadenaComparar: , borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: YON MARTIN, cadenaComparar: JON MARTIN, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: M DOLORES, cadenaComparar: MARIA DOLORES, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: EL BAKHTY, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: BUALUAN, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CRISTINA-INES, cadenaComparar: CRISTINA INES, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: MARIA PILAR, cadenaComparar: MARIA DEL PILAR, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: CIRESESCU, cadenaComparar: TUDOSA, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: NOMBRE, cadenaComparar: NOMBRE, borrarLetraN:  false
13/may/2022 08:13:48 HCD_REPOR ERROR sns.busqueda.model.BusquedaAproximadaHelper:529 - cadena: , cadenaComparar: ---, borrarLetraN:  false
